INDEX,Trial,DrugName,Indications,DrugClass,Approval_FDA,Uniprot,GeneSymbol,Gene,ProteinName,TargetMainClass,TargetClass,Target_Novelty_VALIDATED
NRDD119,-,CLOTIAZEPAM,Hypnotics and Sedatives,small molecule,not approved by the FDA,P14867,GBRA1_HUMAN,GABRA1,Gamma-aminobutyric acid receptor subunit alpha-1 OS=Homo sapiens GN=GABRA1 PE=1 SV=3,Receptors,TC:1.A.9,Established target
NRDD119,-,CLOTIAZEPAM,Hypnotics and Sedatives,small molecule,not approved by the FDA,P47869,GBRA2_HUMAN,GABRA2,Gamma-aminobutyric acid receptor subunit alpha-2 OS=Homo sapiens GN=GABRA2 PE=2 SV=2,Receptors,TC:1.A.9.5.2,Established target
NRDD119,-,CLOTIAZEPAM,Hypnotics and Sedatives,small molecule,not approved by the FDA,P34903,GBRA3_HUMAN,GABRA3,Gamma-aminobutyric acid receptor subunit alpha-3 OS=Homo sapiens GN=GABRA3 PE=1 SV=1,Receptors,TC:1.A.9,Established target
NRDD119,-,CLOTIAZEPAM,Hypnotics and Sedatives,small molecule,not approved by the FDA,P31644,GBRA5_HUMAN,GABRA5,Gamma-aminobutyric acid receptor subunit alpha-5 OS=Homo sapiens GN=GABRA5 PE=1 SV=1,Receptors,TC:1.A.9,Established target
NRDD119,-,CLOTIAZEPAM,Hypnotics and Sedatives,small molecule,not approved by the FDA,P18505,GBRB1_HUMAN,GABRB1,Gamma-aminobutyric acid receptor subunit beta-1 OS=Homo sapiens GN=GABRB1 PE=1 SV=2,Receptors,TC:1.A.9,Established target
NRDD119,-,CLOTIAZEPAM,Hypnotics and Sedatives,small molecule,not approved by the FDA,P47870,GBRB2_HUMAN,GABRB2,Gamma-aminobutyric acid receptor subunit beta-2 OS=Homo sapiens GN=GABRB2 PE=1 SV=1,Receptors,TC:1.A.9.5.2,Established target
NRDD119,-,CLOTIAZEPAM,Hypnotics and Sedatives,small molecule,not approved by the FDA,P28472,GBRB3_HUMAN,GABRB3,Gamma-aminobutyric acid receptor subunit beta-3 OS=Homo sapiens GN=GABRB3 PE=1 SV=1,Receptors,TC:1.A.9,Established target
NRDD119,-,CLOTIAZEPAM,Hypnotics and Sedatives,small molecule,not approved by the FDA,O14764,GBRD_HUMAN,GABRD,Gamma-aminobutyric acid receptor subunit delta (GABA(A) receptor subunit delta),Receptors,TC:1.A.9,Established target
NRDD119,-,CLOTIAZEPAM,Hypnotics and Sedatives,small molecule,not approved by the FDA,P78334,GBRE_HUMAN,GABRE,Gamma-aminobutyric acid receptor subunit epsilon (GABA(A) receptor subunit epsilon),Receptors,TC:1.A.9,Established target
NRDD119,-,CLOTIAZEPAM,Hypnotics and Sedatives,small molecule,not approved by the FDA,Q8N1C3,GBRG1_HUMAN,GABRG1,Gamma-aminobutyric acid receptor subunit gamma-1 (GABA(A) receptor subunit gamma-1),Receptors,TC:1.A.9,Established target
NRDD119,-,CLOTIAZEPAM,Hypnotics and Sedatives,small molecule,not approved by the FDA,P18507,GBRG2_HUMAN,GABRG2,Gamma-aminobutyric acid receptor subunit gamma-2 (GABA(A) receptor subunit gamma-2),Receptors,TC:1.A.9,Established target
NRDD119,-,CLOTIAZEPAM,Hypnotics and Sedatives,small molecule,not approved by the FDA,Q99928,GBRG3_HUMAN,GABRG3,Gamma-aminobutyric acid receptor subunit gamma-3 (GABA(A) receptor subunit gamma-3),Receptors,TC:1.A.9,Established target
NRDD119,-,CLOTIAZEPAM,Hypnotics and Sedatives,small molecule,not approved by the FDA,O00591,GBRP_HUMAN,GABRP,Gamma-aminobutyric acid receptor subunit pi (GABA(A) receptor subunit pi),Receptors,TC:1.A.9,Established target
NRDD119,-,CLOTIAZEPAM,Hypnotics and Sedatives,small molecule,not approved by the FDA,P24046,GBRR1_HUMAN,GABRR1,Gamma-aminobutyric acid receptor subunit rho-1 (GABA(A) receptor subunit rho-1) (GABA(C) receptor),Receptors,TC:1.A.9,Established target
NRDD119,-,CLOTIAZEPAM,Hypnotics and Sedatives,small molecule,not approved by the FDA,P28476,GBRR2_HUMAN,GABRR2,Gamma-aminobutyric acid receptor subunit rho-2 (GABA(A) receptor subunit rho-2) (GABA(C) receptor),Receptors,TC:1.A.9,Established target
NRDD119,-,CLOTIAZEPAM,Hypnotics and Sedatives,small molecule,not approved by the FDA,A8MPY1,GBRR3_HUMAN,GABRR3,Gamma-aminobutyric acid receptor subunit rho-3 (GABA(A) receptor subunit rho-3) (GABA(C) receptor),Receptors,TC:1.A.9,Established target
NRDD120,-,CLOZAPINE,Antipsychotic Agents,small molecule,1989,P21728,DRD1_HUMAN,DRD1,D(1A) dopamine receptor OS=Homo sapiens GN=DRD1 PE=1 SV=1,Receptors,GPCR;Rhodopsin,Established target
NRDD120,-,CLOZAPINE,Antipsychotic Agents,small molecule,1989,P14416,DRD2_HUMAN,DRD2,D(2) dopamine receptor OS=Homo sapiens GN=DRD2 PE=1 SV=2,Receptors,GPCR;Rhodopsin,Established target
NRDD120,-,CLOZAPINE,Antipsychotic Agents,small molecule,1989,P21917,DRD4_HUMAN,DRD4,D(4) dopamine receptor OS=Homo sapiens GN=DRD4 PE=1 SV=2,Receptors,GPCR;Rhodopsin,Established target
NRDD120,-,CLOZAPINE,Antipsychotic Agents,small molecule,1989,P35367,HRH1_HUMAN,HRH1,Histamine H1 receptor OS=Homo sapiens GN=HRH1 PE=1 SV=1,Receptors,GPCR;Rhodopsin,Established target
NRDD120,-,CLOZAPINE,Antipsychotic Agents,small molecule,1989,Q9H3N8,HRH4_HUMAN,HRH4,Histamine H4 receptor OS=Homo sapiens GN=HRH4 PE=1 SV=2,Receptors,GPCR;Rhodopsin,Established target
NRDD120,-,CLOZAPINE,Antipsychotic Agents,small molecule,1989,P08908,5HT1A_HUMAN,HTR1A,5-hydroxytryptamine receptor 1A OS=Homo sapiens GN=HTR1A PE=1 SV=3,Receptors,GPCR;Rhodopsin,Established target
NRDD120,-,CLOZAPINE,Antipsychotic Agents,small molecule,1989,P28223,5HT2A_HUMAN,HTR2A,5-hydroxytryptamine receptor 2A OS=Homo sapiens GN=HTR2A PE=1 SV=2,Receptors,GPCR;Rhodopsin,Established target
NRDD120,-,CLOZAPINE,Antipsychotic Agents,small molecule,1989,P28335,5HT2C_HUMAN,HTR2C,5-hydroxytryptamine receptor 2C OS=Homo sapiens GN=HTR2C PE=1 SV=1,Receptors,GPCR;Rhodopsin,Established target
NRDD121,-,COAGULATION FACTOR IX,Coagulants,recombinant protein,not approved by the FDA,P00742,FA10_HUMAN,F10,Coagulation factor X OS=Homo sapiens GN=F10 PE=1 SV=2,Enzymes,EC:3.4.21.6,Established target
NRDD122,-,COAGULATION FACTOR VIIA,Coagulants,recombinant protein,not approved by the FDA,P00742,FA10_HUMAN,F10,Coagulation factor X OS=Homo sapiens GN=F10 PE=1 SV=2,Enzymes,EC:3.4.21.6,Established target
NRDD122,-,COAGULATION FACTOR VIIA,Coagulants,recombinant protein,not approved by the FDA,P08709,FA7_HUMAN,F9,Coagulation factor VII OS=Homo sapiens GN=F7 PE=1 SV=1,Enzymes,EC:3.4.21.21,Established target
NRDD123,-,COCAINE,local anesthetic,small molecule,Approved before 1982,P35462,DRD3_HUMAN,DRD3,D(3) dopamine receptor OS=Homo sapiens GN=DRD3 PE=1 SV=2,Receptors,GPCR;Rhodopsin,Established target
NRDD123,-,COCAINE,local anesthetic,small molecule,Approved before 1982,P41145,OPRK_HUMAN,OPRK1,Kappa-type opioid receptor OS=Homo sapiens GN=OPRK1 PE=1 SV=2,Receptors,GPCR;Rhodopsin,Established target
NRDD123,-,COCAINE,local anesthetic,small molecule,Approved before 1982,Q9Y5Y9,SCNAA_HUMAN,SCN10A,Sodium channel protein type 10 subunit alpha OS=Homo sapiens GN=SCN10A PE=1 SV=2,Transporters,TC:1.A.1.10,Established target
NRDD123,-,COCAINE,local anesthetic,small molecule,Approved before 1982,Q9UI33,SCNBA_HUMAN,SCN11A,Sodium channel protein type 11 subunit alpha OS=Homo sapiens GN=SCN11A PE=1 SV=2,Transporters,TC:1.A.1.10.9,Established target
NRDD123,-,COCAINE,local anesthetic,small molecule,Approved before 1982,Q14524,SCN5A_HUMAN,SCN5A,Sodium channel protein type 5 subunit alpha OS=Homo sapiens GN=SCN5A PE=1 SV=2,Transporters,TC:1.A.1.10.3,Established target
NRDD123,-,COCAINE,local anesthetic,small molecule,Approved before 1982,P23975,SC6A2_HUMAN,SLC6A2,Sodium-dependent noradrenaline transporter OS=Homo sapiens GN=SLC6A2 PE=1 SV=1,Transporters,TC:2.A.22.1.2,Established target
NRDD123,-,COCAINE,local anesthetic,small molecule,Approved before 1982,Q01959,SC6A3_HUMAN,SLC6A3,Sodium-dependent dopamine transporter OS=Homo sapiens GN=SLC6A3 PE=1 SV=1,Transporters,TC:2.A.22.1.3,Established target
NRDD123,-,COCAINE,local anesthetic,small molecule,Approved before 1982,P31645,SC6A4_HUMAN,SLC6A4,Sodium-dependent serotonin transporter OS=Homo sapiens GN=SLC6A4 PE=1 SV=1,Transporters,TC:2.A.22.1.1,Established target
NRDD124,-,CODEINE,"Analgesics, Opioid; Antitussive Agents",small molecule,Approved before 1982,P41143,OPRD_HUMAN,OPRD1,Delta-type opioid receptor OS=Homo sapiens GN=OPRD1 PE=1 SV=3,Receptors,GPCR;Rhodopsin,Established target
NRDD124,-,CODEINE,"Analgesics, Opioid; Antitussive Agents",small molecule,Approved before 1982,P41145,OPRK_HUMAN,OPRK1,Kappa-type opioid receptor OS=Homo sapiens GN=OPRK1 PE=1 SV=2,Receptors,GPCR;Rhodopsin,Established target
NRDD124,-,CODEINE,"Analgesics, Opioid; Antitussive Agents",small molecule,Approved before 1982,P35372,OPRM_HUMAN,OPRM1,Mu-type opioid receptor OS=Homo sapiens GN=OPRM1 PE=2 SV=2,Receptors,GPCR;Rhodopsin,Established target
NRDD125,-,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,for treatment of Dupuytren's contracture,protein,2010,P02452,CO1A1_HUMAN,COL1A1,Collagen alpha-1(I) chain OS=Homo sapiens GN=COL1A1 PE=1 SV=4,Other,StructuralAndAdhesion;Collagen,Established target
NRDD125,-,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,for treatment of Dupuytren's contracture,protein,2010,P08123,CO1A2_HUMAN,COL1A2,Collagen alpha-2(I) chain OS=Homo sapiens GN=COL1A2 PE=1 SV=6,Other,StructuralAndAdhesion;Collagen,Established target
NRDD125,-,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,for treatment of Dupuytren's contracture,protein,2010,P02458,CO2A1_HUMAN,COL2A1,Collagen alpha-1(II) chain OS=Homo sapiens GN=COL2A1 PE=1 SV=3,Other,StructuralAndAdhesion;Collagen,Established target
NRDD125,-,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,for treatment of Dupuytren's contracture,protein,2010,P02461,CO3A1_HUMAN,COL3A1,Collagen alpha-1(III) chain OS=Homo sapiens GN=COL3A1 PE=1 SV=4,Other,StructuralAndAdhesion;Collagen,Established target
NRDD126,-,CONJUGATED ESTROGENS,Hormone Replacement Agents,small molecule,not approved by the FDA,P03372,ESR1_HUMAN,ESR1,Estrogen receptor OS=Homo sapiens GN=ESR1 PE=1 SV=2,Receptors,Nuclear receptor,Established target
NRDD127,-,CORTICOTROPIN,Diagnostic Agents,protein,1950,Q01718,ACTHR_HUMAN,MC2R,Adrenocorticotropic hormone receptor OS=Homo sapiens GN=MC2R PE=1 SV=1,Receptors,GPCR;Rhodopsin,Established target
NRDD128,-,COSYNTROPIN,Diagnostic Agents,peptide,1970,Q01718,ACTHR_HUMAN,MC2R,Adrenocorticotropic hormone receptor OS=Homo sapiens GN=MC2R PE=1 SV=1,Receptors,GPCR;Rhodopsin,Established target
NRDD129,-,CROMOGLICATE,Anti-Asthmatic Agents,small molecule,Approved before 1982,Q12791,KCMA1_HUMAN,KCNMA1,Calcium-activated potassium channel subunit alpha-1 OS=Homo sapiens GN=KCNMA1 PE=1 SV=2,Transporters,TC:1.A.1.3,Established target
NRDD130,-,CYCLIZINE,Antiemetics,small molecule,Approved before 1982,P35367,HRH1_HUMAN,HRH1,Histamine H1 receptor OS=Homo sapiens GN=HRH1 PE=1 SV=1,Receptors,GPCR;Rhodopsin,Established target
NRDD131,-,CYCLOBENZAPRINE,"Antidepressive Agents, Tricyclic",small molecule,1977,P28223,5HT2A_HUMAN,HTR2A,5-hydroxytryptamine receptor 2A OS=Homo sapiens GN=HTR2A PE=1 SV=2,Receptors,GPCR;Rhodopsin,Established target
NRDD132,-,CYCLOPENTOLATE,Mydriatics,small molecule,Approved before 1982,P11229,ACM1_HUMAN,CHRM1,Muscarinic acetylcholine receptor M1 OS=Homo sapiens GN=CHRM1 PE=1 SV=2,Receptors,GPCR;Rhodopsin,Established target
NRDD133,-,CYCLOTHIAZIDE,Antihypertensive Agents; Diuretics,small molecule,Approved before 1982,P54710,ATNG_HUMAN,FXYD2,Sodium/potassium-transporting ATPase gamma chain OS=Homo sapiens GN=FXYD2 PE=1 SV=3,Transporters,TC:1.A.27.2.1,Established target
NRDD134,-,CYCRIMINE,Antiparkinson Agents,small molecule,Approved before 1982,P11229,ACM1_HUMAN,CHRM1,Muscarinic acetylcholine receptor M1 OS=Homo sapiens GN=CHRM1 PE=1 SV=2,Receptors,GPCR;Rhodopsin,Established target
NRDD135,-,CYPROHEPTADINE,Anti-Allergic Agents; Appetite Stimulant,small molecule,1961,P35367,HRH1_HUMAN,HRH1,Histamine H1 receptor OS=Homo sapiens GN=HRH1 PE=1 SV=1,Receptors,GPCR;Rhodopsin,Established target
NRDD135,-,CYPROHEPTADINE,Anti-Allergic Agents; Appetite Stimulant,small molecule,1961,P28223,5HT2A_HUMAN,HTR2A,5-hydroxytryptamine receptor 2A OS=Homo sapiens GN=HTR2A PE=1 SV=2,Receptors,GPCR;Rhodopsin,Established target
NRDD136,-,CYPROTERONE,Hypersexuality-inhibiting agents; Antihirsutism agents,small molecule,Approved before 1982,P10275,ANDR_HUMAN,AR,Androgen receptor OS=Homo sapiens GN=AR PE=1 SV=2,Receptors,Nuclear receptor,Established target
NRDD137,-,DACARBAZINE,Antineoplastic Agents,small molecule,1975,Q14181,DPOA2_HUMAN,POLA2,DNA polymerase alpha subunit B OS=Homo sapiens GN=POLA2 PE=1 SV=2,Other,DNA Binding;DNA polymerase,Established target
NRDD138,-,DALFAMPRIDINE,MS-treatment,small molecule,2010,Q09470,KCNA1_HUMAN,KCNA1,Potassium voltage-gated channel subfamily A member 1 OS=Homo sapiens GN=KCNA1 PE=1 SV=2,Transporters,TC:1.A.1.2.12,Established target
NRDD139,-,DANAZOL,"Antiendometriosis Agent, Antineoplastic Agent",small molecule,1976,P03372,ESR1_HUMAN,ESR1,Estrogen receptor OS=Homo sapiens GN=ESR1 PE=1 SV=2,Receptors,Nuclear receptor,Established target
NRDD139,-,DANAZOL,"Antiendometriosis Agent, Antineoplastic Agent",small molecule,1976,P30968,GNRHR_HUMAN,GNRHR,Gonadotropin-releasing hormone receptor OS=Homo sapiens GN=GNRHR PE=1 SV=1,Receptors,GPCR;Rhodopsin,Established target
NRDD139,-,DANAZOL,"Antiendometriosis Agent, Antineoplastic Agent",small molecule,1976,Q96P88,GNRR2_HUMAN,GNRHR2,Putative gonadotropin-releasing hormone II receptor OS=Homo sapiens GN=GNRHR2 PE=5 SV=3,Receptors,GPCR;Rhodopsin,Established target
NRDD140,-,DANTROLENE,Muscle Relaxants,small molecule,2005,P21817,RYR1_HUMAN,RYR1,Ryanodine receptor 1 OS=Homo sapiens GN=RYR1 PE=1 SV=3,Transporters,TC:1.A.3.1.2,Established target
NRDD141,-,DAPIPRAZOLE,ophthalmological agent,small molecule,1990,P35348,ADA1A_HUMAN,ADRA1A,Alpha-1A adrenergic receptor OS=Homo sapiens GN=ADRA1A PE=2 SV=2,Receptors,GPCR;Rhodopsin,Established target
NRDD141,-,DAPIPRAZOLE,ophthalmological agent,small molecule,1990,P35368,ADA1B_HUMAN,ADRA1B,Alpha-1B adrenergic receptor OS=Homo sapiens GN=ADRA1B PE=2 SV=3,Receptors,GPCR;Rhodopsin,Established target
NRDD141,-,DAPIPRAZOLE,ophthalmological agent,small molecule,1990,P25100,ADA1D_HUMAN,ADRA1D,Alpha-1D adrenergic receptor OS=Homo sapiens GN=ADRA1D PE=2 SV=2,Receptors,GPCR;Rhodopsin,Established target
NRDD142,-,DARBEPOETIN ALFA,Antianemic Agents,protein,2001,P19235,EPOR_HUMAN,EPOR,Erythropoietin receptor OS=Homo sapiens GN=EPOR PE=1 SV=1,Receptors,Receptor; Type 1 cytokine receptor,Established target
NRDD143,-,DEBRISOQUIN,Antihypertensive Agents,small molecule,not approved by the FDA,P35348,ADA1A_HUMAN,ADRA1A,Alpha-1A adrenergic receptor OS=Homo sapiens GN=ADRA1A PE=2 SV=2,Receptors,GPCR;Rhodopsin,Established target
NRDD143,-,DEBRISOQUIN,Antihypertensive Agents,small molecule,not approved by the FDA,P35368,ADA1B_HUMAN,ADRA1B,Alpha-1B adrenergic receptor OS=Homo sapiens GN=ADRA1B PE=2 SV=3,Receptors,GPCR;Rhodopsin,Established target
NRDD143,-,DEBRISOQUIN,Antihypertensive Agents,small molecule,not approved by the FDA,P25100,ADA1D_HUMAN,ADRA1D,Alpha-1D adrenergic receptor OS=Homo sapiens GN=ADRA1D PE=2 SV=2,Receptors,GPCR;Rhodopsin,Established target
NRDD143,-,DEBRISOQUIN,Antihypertensive Agents,small molecule,not approved by the FDA,P08913,ADA2A_HUMAN,ADRA2A,Alpha-2A adrenergic receptor OS=Homo sapiens GN=ADRA2A PE=1 SV=3,Receptors,GPCR;Rhodopsin,Established target
NRDD143,-,DEBRISOQUIN,Antihypertensive Agents,small molecule,not approved by the FDA,P18089,ADA2B_HUMAN,ADRA2B,Alpha-2B adrenergic receptor OS=Homo sapiens GN=ADRA2B PE=2 SV=2,Receptors,GPCR;Rhodopsin,Established target
NRDD143,-,DEBRISOQUIN,Antihypertensive Agents,small molecule,not approved by the FDA,P18825,ADA2C_HUMAN,ADRA2C,Alpha-2C adrenergic receptor OS=Homo sapiens GN=ADRA2C PE=2 SV=2,Receptors,GPCR;Rhodopsin,Established target
NRDD144,-,DECAMETHONIUM,Muscle Relaxants,small molecule,Approved before 1982,Q15822,ACHA2_HUMAN,CHRNA2,Neuronal acetylcholine receptor subunit alpha-2 OS=Homo sapiens GN=CHRNA2 PE=1 SV=1,Receptors,TC:1.A.9,Established target
NRDD145,-,DEMECARIUM BROMIDE,Antiglaucomic Agents,small molecule,1959,P22303,ACES_HUMAN,ACHE,Acetylcholinesterase OS=Homo sapiens GN=ACHE PE=1 SV=1,Enzymes,EC:3.1.1.7,Established target
NRDD145,-,DEMECARIUM BROMIDE,Antiglaucomic Agents,small molecule,1959,P06276,CHLE_HUMAN,BCHE,Cholinesterase OS=Homo sapiens GN=BCHE PE=1 SV=1,Enzymes,EC:3.1.1.8,Established target
NRDD146,-,DESERPIDINE,Antihypertensive Agents,small molecule,1957,P12821,ACE_HUMAN,ACE,Angiotensin-converting enzyme OS=Homo sapiens GN=ACE PE=1 SV=1,Enzymes,EC:3.4.15,Established target
NRDD147,-,DESFLURANE,inhalation anesthetics,small molecule,1992,P98194,AT2C1_HUMAN,ATP2C1,Calcium-transporting ATPase type 2C member 1 OS=Homo sapiens GN=ATP2C1 PE=1 SV=3,Transporters,TC:3.A.3.2.5,Established target
NRDD147,-,DESFLURANE,inhalation anesthetics,small molecule,1992,P30049,ATPD_HUMAN,ATP5D,"ATP synthase subunit delta, mitochondrial OS=Homo sapiens GN=ATP5D PE=1 SV=2",Enzymes,EC:3.6.3.14,Established target
NRDD147,-,DESFLURANE,inhalation anesthetics,small molecule,1992,P14867,GBRA1_HUMAN,GABRA1,Gamma-aminobutyric acid receptor subunit alpha-1 OS=Homo sapiens GN=GABRA1 PE=1 SV=3,Receptors,TC:1.A.9,Established target
NRDD147,-,DESFLURANE,inhalation anesthetics,small molecule,1992,P23415,GLRA1_HUMAN,GLRA1,Glycine receptor subunit alpha-1 OS=Homo sapiens GN=GLRA1 PE=1 SV=2,Receptors,TC:1.A.9.3.1,Established target
NRDD147,-,DESFLURANE,inhalation anesthetics,small molecule,1992,P42261,GRIA1_HUMAN,GRIA1,Glutamate receptor 1 OS=Homo sapiens GN=GRIA1 PE=1 SV=2,Receptors,TC:1.A.10.1,Established target
NRDD147,-,DESFLURANE,inhalation anesthetics,small molecule,1992,Q09470,KCNA1_HUMAN,KCNA1,Potassium voltage-gated channel subfamily A member 1 OS=Homo sapiens GN=KCNA1 PE=1 SV=2,Transporters,TC:1.A.1.2.12,Established target
NRDD147,-,DESFLURANE,inhalation anesthetics,small molecule,1992,P03886,NU1M_HUMAN,MT-ND1,NADH-ubiquinone oxidoreductase chain 1 OS=Homo sapiens GN=MT-ND1 PE=1 SV=1,Enzymes,EC:1.6.5.3,Established target
NRDD148,-,DESIPRAMINE,"Antidepressive Agents, Tricyclic",small molecule,Approved before 1982,P08588,ADRB1_HUMAN,ADRB1,Beta-1 adrenergic receptor OS=Homo sapiens GN=ADRB1 PE=1 SV=2,Receptors,GPCR;Rhodopsin,Established target
NRDD148,-,DESIPRAMINE,"Antidepressive Agents, Tricyclic",small molecule,Approved before 1982,P07550,ADRB2_HUMAN,ADRB2,Beta-2 adrenergic receptor OS=Homo sapiens GN=ADRB2 PE=1 SV=2,Receptors,GPCR;Rhodopsin,Established target
NRDD148,-,DESIPRAMINE,"Antidepressive Agents, Tricyclic",small molecule,Approved before 1982,P11229,ACM1_HUMAN,CHRM1,Muscarinic acetylcholine receptor M1 OS=Homo sapiens GN=CHRM1 PE=1 SV=2,Receptors,GPCR;Rhodopsin,Established target
NRDD148,-,DESIPRAMINE,"Antidepressive Agents, Tricyclic",small molecule,Approved before 1982,P08172,ACM2_HUMAN,CHRM2,Muscarinic acetylcholine receptor M2 OS=Homo sapiens GN=CHRM2 PE=2 SV=1,Receptors,GPCR;Rhodopsin,Established target
NRDD148,-,DESIPRAMINE,"Antidepressive Agents, Tricyclic",small molecule,Approved before 1982,P35367,HRH1_HUMAN,HRH1,Histamine H1 receptor OS=Homo sapiens GN=HRH1 PE=1 SV=1,Receptors,GPCR;Rhodopsin,Established target
NRDD148,-,DESIPRAMINE,"Antidepressive Agents, Tricyclic",small molecule,Approved before 1982,P23975,SC6A2_HUMAN,SLC6A2,Sodium-dependent noradrenaline transporter OS=Homo sapiens GN=SLC6A2 PE=1 SV=1,Transporters,TC:2.A.22.1.2,Established target
NRDD148,-,DESIPRAMINE,"Antidepressive Agents, Tricyclic",small molecule,Approved before 1982,P31645,SC6A4_HUMAN,SLC6A4,Sodium-dependent serotonin transporter OS=Homo sapiens GN=SLC6A4 PE=1 SV=1,Transporters,TC:2.A.22.1.1,Established target
NRDD149,-,DESLANOSIDE,Antiarrhythmia Agents; Cardiotonic Agents,small molecule,Approved before 1982,P05023,AT1A1_HUMAN,ATP1A1,Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens GN=ATP1A1 PE=1 SV=1,Transporters,TC:3.A.3.1.1,Established target
NRDD150,-,DESOGESTREL,"Contraceptives, Oral",small molecule,1992,P03372,ESR1_HUMAN,ESR1,Estrogen receptor OS=Homo sapiens GN=ESR1 PE=1 SV=2,Receptors,Nuclear receptor,Established target
NRDD150,-,DESOGESTREL,"Contraceptives, Oral",small molecule,1992,P06401,PRGR_HUMAN,PGR,Progesterone receptor OS=Homo sapiens GN=PGR PE=1 SV=4,Receptors,Nuclear receptor,Established target
NRDD151,-,DESOXIMETASONE,Anti-Inflammatory Agents; Glucocorticoids,small molecule,1977,P04150,GCR_HUMAN,NR3C1,Glucocorticoid receptor,Receptors,Nuclear receptor,Established target
NRDD152,-,DESOXYCORTICOSTERONE PIVALATE,"Hormone Replacement Agents, anti-addison agent",small molecule,Approved before 1982,P08235,MCR_HUMAN,NR3C2,Mineralocorticoid receptor OS=Homo sapiens GN=NR3C2 PE=1 SV=1,Receptors,Nuclear receptor,Established target
NRDD153,-,DEXBROMPHENIRAMINE,Anti-Allergic Agents,small molecule,Approved before 1982,P35367,HRH1_HUMAN,HRH1,Histamine H1 receptor OS=Homo sapiens GN=HRH1 PE=1 SV=1,Receptors,GPCR;Rhodopsin,Established target
NRDD154,-,DEXFENFLURAMINE,Appetite Depressants,small molecule,1996,P31645,SC6A4_HUMAN,SLC6A4,Sodium-dependent serotonin transporter OS=Homo sapiens GN=SLC6A4 PE=1 SV=1,Transporters,TC:2.A.22.1.1,Established target
NRDD155,-,DEXMEDETOMIDINE,Analgesics; Hypnotics and Sedatives,small molecule,1999,P08913,ADA2A_HUMAN,ADRA2A,Alpha-2A adrenergic receptor OS=Homo sapiens GN=ADRA2A PE=1 SV=3,Receptors,GPCR;Rhodopsin,Established target
NRDD156,-,DEXTROMETHORPHAN,Antitussive Agents,small molecule,Approved before 1982,Q8TCU5,NMD3A_HUMAN,GRIN3A,Glutamate [NMDA] receptor subunit 3A OS=Homo sapiens GN=GRIN3A PE=1 SV=2,Receptors,TC:1.A.10.1,Established target
NRDD156,-,DEXTROMETHORPHAN,Antitussive Agents,small molecule,Approved before 1982,Q99720,OPRS1_HUMAN,OPRS1,"Opioid receptor, sigma 1 OS=Homo sapiens GN=OPRS1 PE=2 SV=1",Receptors,Miscellaneous;SIGMAR,Established target
NRDD157,-,DEZOCINE,"Analgesics, Opioid",small molecule,1989,P41145,OPRK_HUMAN,OPRK1,Kappa-type opioid receptor OS=Homo sapiens GN=OPRK1 PE=1 SV=2,Receptors,GPCR;Rhodopsin,Established target
NRDD157,-,DEZOCINE,"Analgesics, Opioid",small molecule,1989,P35372,OPRM_HUMAN,OPRM1,Mu-type opioid receptor OS=Homo sapiens GN=OPRM1 PE=2 SV=2,Receptors,GPCR;Rhodopsin,Established target
