GeneCard,Gene Name,Locus,Disorders
,,,"Thyroid hormone resistance, autosomal recessive [MIM:274300]"
,,,"Thyroid hormone resistance, selective pituitary [MIM:145650]"
,,,
THSD7A,"thrombospondin, type I, domain containing 7A ",7p21.3,
,,,mutations
,,,
TH,tyrosine hydroxylase ,11p15.5,
,,,"Segawa syndrome, recessive [MIM:605407]"
,,,
TICAM1,toll-like receptor adaptor molecule 1 ,19p13.3,
,,,mutations
,,,
TIMM44,translocase of inner mitochondrial membrane 44 homolog (yeast) ,19p13.3-p13.2,
,,,mutations
,,,
TIMM8A,translocase of inner mitochondrial membrane 8 homolog A (yeast) ,Xq22,
,,,"Deafness, X-linked 1, progressive"
,,,Mohr-Tranebjaerg syndrome [MIM:304700]
,,,Jensen syndrome [MIM:311150]
,,,
TIMP1,TIMP metallopeptidase inhibitor 1 ,Xp11.3-p11.23,
,,,mutations
,,,
TIMP2,TIMP metallopeptidase inhibitor 2 ,17q25,
,,,mutations
,,,
TIMP3,TIMP metallopeptidase inhibitor 3 ,22q12.1-q13.2,
,,,Sorsby fundus dystrophy [MIM:136900]
,,,
TINAG,tubulointerstitial nephritis antigen ,6p12-p11.2,
,,,mutations
,,,
TINF2,TERF1 (TRF1)-interacting nuclear factor 2 ,14q12,
,,,"Dyskeratosis congenita, autosomal dominant [MIM:127550]"
,,,Revesz syndrome [MIM:268130]
,,,
TIRAP,toll-interleukin 1 receptor (TIR) domain containing adaptor protein ,11q23-q24,
,,,"Pneumococcal disease, invasive, protection against [MIM:610799]"
,,,"Bacteremia, protection against"
,,,"Malaria, protection against [MIM:611162]"
,,,"Tuberculosis, protection against [MIM:607948]"
,,,
TJP2,tight junction protein 2 ,9q12-q13,
,,,"Hypercholanemia, familial [MIM:607748]"
,,,
TK2,"thymidine kinase 2, mitochondrial ",16q22,
,,,Mitochondrial DNA depletion syndrome 2 (myopathic type) [MIM:609560]
,,,
TKCR,"torticollis, keloids, cryptorchidism and renal dysplasia ",Xq28,
,,,Goeminne TKCR syndrome
,,,
TLK1,tousled-like kinase 1 ,?,
,,,mutations
,,,
TLL1,tolloid-like 1 ,4q32-q33,
,,,Atrial septal defect 6 [MIM:613087]
,,,
TLR10,toll-like receptor 10 ,?,
,,,mutations
,,,
TLR1,toll-like receptor 1 ,4p14,
,,,"Leprosy, protection against [MIM:613223]"
,,,"Leprosy, susceptibility to, 5 [MIM:613223]"
,,,
TLR2,toll-like receptor 2 ,4q32,
,,,"Leprosy, susceptibility to [MIM:246300]"
,,,"Colorectal cancer, susceptibility to [MIM:114500]"
,,,
TLR3,toll-like receptor 3 ,4q35,
,,,"Herpes simplex encephalitis, susceptibility to, 2 [MIM:613002]"
,,,
TLR4,toll-like receptor 4 ,9q32-q33,
,,,Endotoxin hyporesponsiveness
,,,"Macular degeneration, age-related, 10 [MIM:611488]"
,,,"Colorectal cancer, susceptibility to [MIM:114500]"
,,,
TLR5,toll-like receptor 5 ,1q41-q42,
,,,"Legionaire disease, susceptibility to [MIM:608556]"
,,,"Systemic lupus erythematosus, resistance to [MIM:601744]"
,,,"Systemic lupus erythematosus, susceptibility to, 1 [MIM:601744]"
,,,
TLR6,toll-like receptor 6 ,4p14,
,,,mutations
,,,
TLR7,toll-like receptor 7 ,Xp22.3-p22.2,
,,,mutations
,,,
TLR8,toll-like receptor 8 ,Xp22.3-p22.2,
,,,mutations
,,,
TLR9,toll-like receptor 9 ,3p21.3,
,,,mutations
,,,
TLX1,T-cell leukemia homeobox 1 ,10q24,
,,,"Leukemia, T-cell acute lymphocytic"
,,,
TM4SF19,transmembrane 4 L six family member 19 ,?,
,,,mutations
,,,
TMC1,transmembrane channel-like 1 ,9q13-q21,
,,,"Deafness, autosomal recessive 7 [MIM:600974]"
,,,"Deafness, autosomal dominant 36 [MIM:606705]"
,,,
TMC6,transmembrane channel-like 6 ,17q25,
,,,Epidermodysplasia verruciformis [MIM:226400]
,,,
TMC8,transmembrane channel-like 8 ,17q25,
,,,Epidermodysplasia verruciformis [MIM:226400]
,,,
TMCO1,transmembrane and coiled-coil domains 1 ,?,
,,,mutations
,,,
TMEM114,transmembrane protein 114 ,16p13.3,
,,,mutations
,,,
TMEM126A,transmembrane protein 126A ,11q14.1-q21,
,,,Optic atrophy-7 [MIM:612989]
,,,
TMEM127,transmembrane protein 127 ,2q11,
,,,"Pheochromocytoma, susceptibility to [MIM:171300]"
,,,
TMEM135,transmembrane protein 135 ,?,
,,,mutations
,,,
TMEM138,transmembrane protein 138 ,?,
,,,mutations
,,,
TMEM173,transmembrane protein 173 ,5q31.2,
,,,mutations
,,,
TMEM187,transmembrane protein 187 ,Xq28,
,,,mutations
,,,
TMEM216,transmembrane protein 216 ,11q13,
,,,Joubert syndrome 2 [MIM:608091]
,,,
TMEM237,transmembrane protein 237 ,?,
,,,mutations
,,,
TMEM2,transmembrane protein 2 ,9q13-q21,
,,,mutations
,,,
TMEM39A,transmembrane protein 39A ,?,
,,,mutations
,,,
TMEM43,transmembrane protein 43 ,3p25,
,,,"Arrhythmogenic right ventricular dysplasia, familial, 5 [MIM:604400]"
,,,
TMEM67,transmembrane protein 67 ,8q21.13-q22.1,
,,,"Meckel syndrome, type 3 [MIM:607361]"
,,,Joubert syndrome 6 [MIM:610688]
,,,"Bardet-Biedl syndrome 14, modifier of [MIM:209900]"
,,,COACH syndrome [MIM:216360]
,,,Nephronophthisis 11 [MIM:613550]
,,,
TMEM70,transmembrane protein 70 ,8q21.11,
,,,"Encephalocardiomyopathy, neonatal, mitochondrial, due to ATP synthase deficiency [MIM:604273]"
,,,
TMEM8A,transmembrane protein 8A ,?,
,,,mutations
,,,
TMEM9,transmembrane protein 9 ,?,
,,,mutations
,,,
TMIE,transmembrane inner ear ,3p21,
,,,"Deafness, autosomal recessive 6 [MIM:600971]"
,,,
TMLHE,"trimethyllysine hydroxylase, epsilon ",Xq28,
,,,mutations
,,,
TMPO,thymopoietin ,12q22,
,,,"Cardiomyopathy, dilated, 1T [MIM:613740]"
,,,
TMPRSS11A,"transmembrane protease, serine 11A ",4q13.2,
,,,mutations
,,,
TMPRSS15,"transmembrane protease, serine 15 ",21q21,
,,,Enterokinase deficiency [MIM:226200]
,,,
TMPRSS3,"transmembrane protease, serine 3 ",21q22.3,
,,,"Deafness, autosomal recessive 8, childhood onset [MIM:601072]"
,,,"Deafness, autosomal recessive 10, congenital [MIM:605316]"
,,,
TMPRSS4,"transmembrane protease, serine 4 ",11q23.3,
,,,mutations
,,,
TMPRSS5,"transmembrane protease, serine 5 ",11q23.3,
,,,mutations
,,,
TMPRSS6,"transmembrane protease, serine 6 ",22q12-q13,
,,,Iron-refractory iron deficiency anemia [MIM:206200]
,,,
TNC,tenascin C ,9q33,
,,,mutations
,,,
TNFAIP2,"tumor necrosis factor, alpha-induced protein 2 ",14q32,
,,,mutations
,,,
TNFAIP3,"tumor necrosis factor, alpha-induced protein 3 ",6q23,
,,,mutations
,,,
TNFRSF10A,"tumor necrosis factor receptor superfamily, member 10a ",8p21,
,,,mutations
,,,
TNFRSF10B,"tumor necrosis factor receptor superfamily, member 10b ",8p22-p21,
,,,"Squamous cell carcinoma, head and neck [MIM:275355]"
,,,
TNFRSF11A,"tumor necrosis factor receptor superfamily, member 11a, NFKB activator ",18q22.1,
,,,"Osteolysis, familial expansile [MIM:174810]"
,,,Paget disease of bone [MIM:602080]
,,,"Osteopetrosis, autosomal recessive 7 [MIM:612301]"
,,,
TNFRSF11B,"tumor necrosis factor receptor superfamily, member 11b ",8q24,
,,,"Paget disease, juvenile [MIM:239000]"
,,,
TNFRSF13B,"tumor necrosis factor receptor superfamily, member 13B ",17p11.2,
,,,Immunoglobulin A deficiency 2 [MIM:609529]
,,,"Immunodeficiency, common variable, 2 [MIM:240500]"
,,,
TNFRSF13C,"tumor necrosis factor receptor superfamily, member 13C ",22q13.1-q13.31,
,,,"Immunodeficiency, common variable, 4 [MIM:613494]"
,,,
TNFRSF1A,"tumor necrosis factor receptor superfamily, member 1A ",12p13.2,
,,,"Periodic fever, familial [MIM:142680]"
,,,
TNFRSF1B,"tumor necrosis factor receptor superfamily, member 1B ",1p36.3-p36.2,
,,,mutations
,,,
TNFRSF25,"tumor necrosis factor receptor superfamily, member 25 ",1p36.3,
,,,mutations
,,,
TNFRSF4,"tumor necrosis factor receptor superfamily, member 4 ",1p36,
,,,mutations
,,,
TNFSF10,"tumor necrosis factor (ligand) superfamily, member 10 ",3q26,
,,,mutations
,,,
TNFSF11,"tumor necrosis factor (ligand) superfamily, member 11 ",13q14,
,,,"Osteopetrosis, autosomal recessive 2 [MIM:259710]"
,,,
TNFSF13B,"tumor necrosis factor (ligand) superfamily, member 13b ",13q32-q34,
,,,mutations
,,,
TNFSF14,"tumor necrosis factor (ligand) superfamily, member 14 ",19p13.3,
,,,mutations
,,,
TNFSF15,"tumor necrosis factor (ligand) superfamily, member 15 ",9q32,
,,,mutations
,,,
TNFSF4,"tumor necrosis factor (ligand) superfamily, member 4 ",1q25,
,,,"Myocardial infarction, susceptibility to [MIM:608446]"
,,,
TNFSF8,"tumor necrosis factor (ligand) superfamily, member 8 ",9q33,
,,,mutations
,,,
TNF,tumor necrosis factor ,6p21.3,
,,,"Malaria, cerebral, susceptibility to [MIM:611162]"
,,,"Septic shock, susceptibility to"
,,,"Asthma, susceptibility to [MIM:600807]"
,,,"Dementia, vascular, susceptibility to"
,,,"Migraine without aura, susceptibility to [MIM:157300]"
,,,
TNKS,"tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase ",8,
,,,mutations
,,,
TNNC1,troponin C type 1 (slow) ,3p21.3-p14.3,
,,,"Cardiomyopathy, dilated, 1Z [MIM:611879]"
,,,"Cardiomyopathy, familial hypertrophic, 13 [MIM:613243]"
,,,
TNNI2,"troponin I type 2 (skeletal, fast) ",11p15.5,
,,,"Arthrogryposis multiplex congenita, distal, type 2B [MIM:601680]"
,,,
TNNI3K,TNNI3 interacting kinase ,?,
,,,mutations
,,,
TNNI3,troponin I type 3 (cardiac) ,19q13.4,
,,,"Cardiomyopathy, familial hypertrophic, 7 [MIM:613690]"
,,,"Cardiomyopathy, familial restrictive [MIM:115210]"
,,,"Cardiomyopathy, dilated, 2A [MIM:611880]"
,,,"Cardiomyopathy, dilated, 1FF [MIM:613286]"
,,,
TNNT1,"troponin T type 1 (skeletal, slow) ",19q13.4,
,,,"Nemaline myopathy, Amish type [MIM:605355]"
,,,
TNNT2,troponin T type 2 (cardiac) ,1q32,
,,,"Cardiomyopathy, familial hypertrophic, 2 [MIM:115195]"
,,,"Cardiomyopathy, dilated, 1D [MIM:601494]"
,,,"Cardiomyopathy, familial restrictive, 3 [MIM:612422]"
,,,Left ventricular noncompaction 6 [MIM:601494]
,,,
TNNT3,"troponin T type 3 (skeletal, fast) ",11p15.5,
,,,"Arthyrgryposis, distal, type 2B [MIM:601680]"
,,,
TNP1,transition protein 1 (during histone to protamine replacement) ,2q35-q36,
,,,mutations
,,,
TNR,tenascin R ,1q24,
,,,mutations
,,,
TNS3,tensin 3 ,7p12.3,
,,,mutations
,,,
TNXB,tenascin XB ,6p21.3,
,,,Ehlers-Danlos due to tenascin X deficiency [MIM:606408]
,,,"Ehlers-Danlos syndrome, hypermobility type [MIM:130020]"
,,,
TOC,tylosis with oesophageal cancer ,17q25,
,,,Tylosis with esophageal cancer
,,,
TOMM40,translocase of outer mitochondrial membrane 40 homolog (yeast) ,19q13.2,
,,,mutations
,,,
TOP1MT,"topoisomerase (DNA) I, mitochondrial ",8q24.3,
,,,mutations
,,,
TOP1,topoisomerase (DNA) I ,20q12-q13.1,
,,,"DNA topoisomerase I, camptothecin-resistant"
,,,
TOP2A,topoisomerase (DNA) II alpha 170kDa ,17q21-q22,
,,,"DNA topoisomerase II, resistance to inhibition of, by amsacrine"
,,,
TOPBP1,topoisomerase (DNA) II binding protein 1 ,3q22.1,
,,,mutations
,,,
TOPORS,"topoisomerase I binding, arginine/serine-rich, E3 ubiquitin protein ligase ",9p21,
,,,Retinitis pigmentosa-31 [MIM:609923]
,,,
TOR1A,"torsin family 1, member A (torsin A) ",9q34,
,,,"Dystonia-1, torsion [MIM:128100]"
,,,"Dystonia, early-onset atypical, with myoclonic features"
,,,"Dystonia-1, modifier of"
,,,
TOX3,TOX high mobility group box family member 3 ,?,
,,,mutations
,,,
TP53AIP1,tumor protein p53 regulated apoptosis inducing protein 1 ,11q24,
,,,mutations
,,,
TP53BP1,tumor protein p53 binding protein 1 ,15q15-q21,
,,,mutations
,,,
TP53I3,tumor protein p53 inducible protein 3 ,2p,
,,,mutations
,,,
TP53RK,TP53 regulating kinase ,?,
,,,mutations
,,,
TP53,tumor protein p53 ,17p13.1,
,,,Colorectal cancer [MIM:114500]
,,,Li-Fraumeni syndrome [MIM:151623]
,,,Hepatocellular carcinoma [MIM:114550]
,,,Osteosarcoma [MIM:259500]
,,,Choroid plexus papilloma [MIM:260500]
,,,Nasopharyngeal carcinoma [MIM:607107]
,,,Pancreatic cancer [MIM:260350]
,,,Adrenal cortical carcinoma [MIM:202300]
,,,Breast cancer [MIM:114480]
,,,Li-Fraumeni-like syndrome [MIM:151623]
,,,
TP63,tumor protein p63 ,3q27,
,,,"Ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome 3 [MIM:604292]"
,,,Split-hand/foot malformation 4 [MIM:605289]
,,,Hay-Wells syndrome [MIM:106260]
,,,ADULT syndrome [MIM:103285]
,,,Limb-mammary syndrome [MIM:603543]
,,,Rapp-Hodgkin syndrome [MIM:129400]
,,,Orofacial cleft 8 [MIM:129400]
,,,
TP73,tumor protein p73 ,1p36,
,,,Neuroblastoma
,,,
TPCN2,two pore segment channel 2 ,11q13.2,
,,,"Skin/hair/eye pigmentation 10, blond/brown hair [MIM:612267]"
,,,
TPH1,tryptophan hydroxylase 1 ,11p15.3-p14,
,,,mutations
,,,
TPH2,tryptophan hydroxylase 2 ,12q21.1,
,,,"Unipolar depression, susceptibility to [MIM:608516]"
,,,"Attention deficit-hyperactivity disorder, susceptibility to, 7 [MIM:613003]"
,,,
TPI1,triosephosphate isomerase 1 ,12p13,
,,,Hemolytic anemia due to triosephosphate isomerase deficiency
,,,
TPK1,thiamin pyrophosphokinase 1 ,7q34,
,,,mutations
,,,
TPM1,tropomyosin 1 (alpha) ,15q22.1,
,,,"Cardiomyopathy, familial hypertrophic, 3 [MIM:115196]"
,,,"Cardiomyopathy, dilated, 1Y [MIM:611878]"
,,,
TPM2,tropomyosin 2 (beta) ,9p13.2-p13.1,
,,,"Arthrogryposis multiplex congenita, distal, type 1 [MIM:108120]"
,,,Nemaline myopathy [MIM:609285]
,,,"Arthrogryposis, distal, type 2B [MIM:601680]"
,,,
TPM3,tropomyosin 3 ,1q22-q23,
,,,"Nemaline myopathy 1, autosomal dominant [MIM:609284]"
,,,
TPMT,thiopurine S-methyltransferase ,6p22.3,
,,,6-mercaptopurine sensitivity [MIM:610460]
,,,
TPO,thyroid peroxidase ,2p25,
,,,Thyroid dyshormonogenesis 2A [MIM:274500]
,,,
TPP1,tripeptidyl peptidase I ,11p15.5,
,,,"Ceroid-lipofuscinosis, neuronal 2, classic late infantile [MIM:204500]"
,,,
TPP2,tripeptidyl peptidase II ,13q32-q33,
,,,mutations
,,,
TPRN,taperin ,9q34.3,
,,,"Deafness, autosomal recessive 79 [MIM:613307]"
,,,
TPSB2,tryptase beta 2 (gene/pseudogene) ,16p13.3,
,,,mutations
,,,
TPTE,transmembrane phosphatase with tensin homology ,21p,
,,,mutations
,,,
TQDS,Chromosome 10q deletion syndrome ,10q26,
,,,Chromosome 10q26 deletion syndrome
,,,
TRA@,T cell receptor alpha locus ,14q11.2,
,,,"Leukemia/lymphoma, T-cell"
,,,
TRAC,T cell receptor alpha constant ,?,
,,,mutations
,,,
TRADD,TNFRSF1A-associated via death domain ,16q22,
,,,mutations
,,,
TRAF3IP1,TNF receptor-associated factor 3 interacting protein 1 ,2q37.3,
,,,mutations
,,,
TRAF3IP2,TRAF3 interacting protein 2 ,6q21,
,,,mutations
,,,
TRAF3,TNF receptor-associated factor 3 ,?,
,,,mutations
,,,
TRAF6,"TNF receptor-associated factor 6, E3 ubiquitin protein ligase ",11p12,
,,,mutations
,,,
TRAK2,"trafficking protein, kinesin binding 2 ",2q33-q34,
,,,mutations
,,,
TRAPPC2,trafficking protein particle complex 2 ,Xp22.2-p22.1,
,,,Spondyloepiphyseal dysplasia tarda [MIM:313400]
,,,
TRAPPC9,trafficking protein particle complex 9 ,8q24.3,
,,,"Mental retardation, autosomal recessive 13 [MIM:613192]"
,,,
TRB@,T cell receptor beta locus ,7q35,
,,,mutations
,,,
TRBV9,T cell receptor beta variable 9 ,?,
,,,mutations
,,,
TRD@,T cell receptor delta locus ,14q11.2,
,,,mutations
,,,
TRDN,triadin ,6q22-q23,
,,,mutations
,,,
TREH,trehalase (brush-border membrane glycoprotein) ,11q23,
,,,Trehalase deficiency [MIM:612119]
,,,
TREM2,triggering receptor expressed on myeloid cells 2 ,6p21.2,
,,,Nasu-Hakola disease [MIM:221770]
,,,
TRERF1,transcriptional regulating factor 1 ,?,
,,,mutations
,,,
TREX1,three prime repair exonuclease 1 ,3p21.3-p21.2,
,,,"Aicardi-Goutieres syndrome 1, dominant and recessive [MIM:225750]"
,,,Chilblain lupus [MIM:610448]
,,,"Vasculopathy, retinal, with cerebral leukodystrophy [MIM:192315]"
,,,"Systemic lupus erythematosus, susceptibility to [MIM:152700]"
,,,
TRHR,thyrotropin-releasing hormone receptor ,8q23,
,,,"Thyrotropin-releasing hormone resistance, generalized"
,,,
TRH,thyrotropin-releasing hormone ,?,
,,,thyrotropin releasing hormone deficiency
,,,
TRIB1,tribbles homolog 1 (Drosophila) ,?,
,,,mutations
,,,
TRIB3,tribbles homolog 3 (Drosophila) ,?,
,,,mutations
,,,
TRICY1,trichilemmal cyst 1 ,3p24-p21.2,
,,,Trichilemmal cyst 1
,,,
TRIL,TLR4 interactor with leucine-rich repeats ,7p14.3,
,,,mutations
,,,
TRIM17,tripartite motif containing 17 ,1q42,
,,,mutations
,,,
TRIM21,tripartite motif containing 21 ,11p15.5,
,,,mutations
,,,
TRIM22,tripartite motif containing 22 ,11p15,
,,,mutations
,,,
TRIM24,tripartite motif containing 24 ,7q32-q34,
,,,"Thyroid carcinoma, papillary [MIM:188550]"
,,,
TRIM32,tripartite motif containing 32 ,9q31-q34.1,
,,,"Muscular dystrophy, limb-girdle, type 2H [MIM:254110]"
,,,Bardet-Biedl syndrome 11 [MIM:209900]
,,,
TRIM33,tripartite motif containing 33 ,1p13,
,,,"Thyroid carcinoma, papillary [MIM:188550]"
,,,
TRIM37,tripartite motif containing 37 ,17q22-q23,
,,,Mulibrey nanism [MIM:253250]
,,,
TRIM5,tripartite motif containing 5 ,11p15,
,,,mutations
,,,
TRIOBP,TRIO and F-actin binding protein ,22q13.1,
,,,"Deafness, autosomal recessive 28 [MIM:609823]"
,,,
TRIO,trio Rho guanine nucleotide exchange factor ,5p15.1-p14,
,,,mutations
,,,
TRIP11,thyroid hormone receptor interactor 11 ,14q31-q32,
,,,"Achondrogenesis, type IA [MIM:200600]"
,,,
TRIP12,thyroid hormone receptor interactor 12 ,2q36.3,
,,,mutations
,,,
TRIP4Q32.1Q32.2,Chromosome 4q32.1-q32.2 triplication syndrome ,4q32.1-q32.2,
,,,Chromosome 4q32.1-q32.2 triplication syndrome
,,,
TRMT1,tRNA methyltransferase 1 homolog (S. cerevisiae) ,19p13.3,
,,,mutations
,,,
TRMU,tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase ,22q13,
,,,"Deafness, mitochondrial, modifier of [MIM:580000]"
,,,"Liver failure, acute infantile [MIM:613070]"
,,,
TROAP,trophinin associated protein (tastin) ,?,
,,,mutations
,,,
TROVE2,"TROVE domain family, member 2 ",1q31,
,,,mutations
,,,
TRO,trophinin ,Xp11.22-p11.21,
,,,mutations
,,,
TRPA1,"transient receptor potential cation channel, subfamily A, member 1 ",8q13,
,,,mutations
,,,
TRPC3,"transient receptor potential cation channel, subfamily C, member 3 ",?,
,,,mutations
,,,
TRPC4,"transient receptor potential cation channel, subfamily C, member 4 ",13q13.1-q13.2,
,,,mutations
,,,
TRPC5,"transient receptor potential cation channel, subfamily C, member 5 ",Xq23,
,,,mutations
,,,
TRPC6,"transient receptor potential cation channel, subfamily C, member 6 ",11q21-q22,
,,,"Glomerulosclerosis, focal segmental, 2 [MIM:603965]"
,,,
TRPM1,"transient receptor potential cation channel, subfamily M, member 1 ",15q13-q14,
,,,"Night blindness, congenital stationary, type IC [MIM:613216]"
,,,
TRPM2,"transient receptor potential cation channel, subfamily M, member 2 ",21q22.3,
,,,mutations
,,,
TRPM3,"transient receptor potential cation channel, subfamily M, member 3 ",9q21.12,
,,,mutations
,,,
TRPM4,"transient receptor potential cation channel, subfamily M, member 4 ",19q13.32,
,,,"Progressive familial heart block, type IB [MIM:604559]"
,,,
TRPM6,"transient receptor potential cation channel, subfamily M, member 6 ",9q22,
,,,Hypomagnesemia with secondary hypocalcemia [MIM:602014]
,,,
TRPM7,"transient receptor potential cation channel, subfamily M, member 7 ",15q21,
,,,"Amyotrophic lateral sclerosis-parkinsonism/dementia complex 1, susceptibility to [MIM:105500]"
,,,
TRPS1,trichorhinophalangeal syndrome I ,8q24.12,
,,,"Trichorhinophalangeal syndrome, type I [MIM:190350]"
,,,"Trichorhinophalangeal syndrome, type III [MIM:190351]"
,,,
TRPV1,"transient receptor potential cation channel, subfamily V, member 1 ",17p13,
,,,mutations
,,,
TRPV3,"transient receptor potential cation channel, subfamily V, member 3 ",17p13,
,,,mutations
,,,
TRPV4,"transient receptor potential cation channel, subfamily V, member 4 ",12q24.1,
,,,Brachyolmia type 3 [MIM:113500]
,,,"Spondylometaphyseal dysplasia, Kozlowski type [MIM:184252]"
,,,Metatropic dysplasia [MIM:156530]
,,,"Hereditary motor and sensory neuropathy, type IIc [MIM:606071]"
,,,Scapuloperoneal spinal muscular atrophy [MIM:181405]
,,,Sodium serum level QTL 1 [MIM:613508]
,,,Parastremmatic dwarfism [MIM:168400]
,,,"SED, Maroteaux type [MIM:184095]"
,,,
TRPV5,"transient receptor potential cation channel, subfamily V, member 5 ",7q35,
,,,mutations
,,,
TRRAP,transformation/transcription domain-associated protein ,7q21.2-q22.1,
,,,mutations
,,,
TSC1,tuberous sclerosis 1 ,9q34,
,,,Tuberous sclerosis-1 [MIM:191100]
,,,Lymphangioleiomyomatosis [MIM:606690]
,,,"Focal cortical dysplasia, Taylor balloon cell type [MIM:607341]"
,,,
TSC2,tuberous sclerosis 2 ,16p13.3,
,,,Tuberous sclerosis-2 [MIM:191100]
,,,"Lymphangioleiomyomatosis, somatic [MIM:606690]"
,,,
TSEN2,tRNA splicing endonuclease 2 homolog (S. cerevisiae) ,3p25.1,
,,,Pontocerebellar hypoplasia type 2B [MIM:612389]
,,,
TSEN34,tRNA splicing endonuclease 34 homolog (S. cerevisiae) ,19q13.4,
,,,Pontocerebellar hypoplasia type 2C [MIM:612390]
,,,
TSEN54,tRNA splicing endonuclease 54 homolog (S. cerevisiae) ,17q25.1,
